STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,SEX,Sex,AGE,Age,ATTAINMENT_LEV,Educational attainment level,EDUCATION_FIELD,Field of education,MEASURE,Measure,INCOME,Income,BIRTH_PLACE,Place of birth,MIGRATION_AGE,Age at migration,EDU_STATUS,Education status,LABOUR_FORCE_STATUS,Labour force status,DURATION_UNEMP,Unemployment duration,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,WORK_TIME_ARNGMNT,Work time arrangement,QUESTIONNAIRE,Questionnaire name,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,PER,Peru,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED,In education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,15.935267,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,FIN,Finland,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_WS,In education and in work-study programmes,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,,,K,Data included in another category,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,SVN,Slovenia,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED,In education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,19.310345,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,MEX,Mexico,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED,In education,NE,Not in employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,35.449291,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,FRA,France,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED,In education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,17.220522,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,NLD,Netherlands,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED,In education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,52.211163,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,LTU,Lithuania,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,NE,Not in employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,17.453741,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,ISL,Iceland,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_WS,In education and in work-study programmes,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,,,M,Missing value; data cannot exist,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,POL,Poland,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_E_O,In education and in other forms of employment,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,11.131718,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,BRA,Brazil,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,39.396343,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,ZAF,South Africa,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,NE,Not in employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2022,,48.797771,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,FRA,France,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_WS,In education and in work-study programmes,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,9.3252935,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,HUN,Hungary,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED,In education,NE,Not in employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,47.661774,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,SVK,Slovak Republic,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,26.495808,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,BEL,Belgium,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_WS,In education and in work-study programmes,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,2.1109056,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,SVN,Slovenia,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,25.517241,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,FIN,Finland,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_E_O,In education and in other forms of employment,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,26.225491,,W,Includes data from another category,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,ZAF,South Africa,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_WS,In education and in work-study programmes,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2022,,,,M,Missing value; data cannot exist,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,TUR,Türkiye,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_E_O,In education and in other forms of employment,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,12.260952,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,GBR,United Kingdom,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED,In education,NE,Not in employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,23.740324,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,ISR,Israel,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,NE,Not in employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,16.823336,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,ESP,Spain,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,20.811338,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,BRA,Brazil,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,NE,Not in employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,23.986357,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,AUS,Australia,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED,In education,NE,Not in employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,12.337833,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,BEL,Belgium,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_E_O,In education and in other forms of employment,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,9.9829025,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,BGR,Bulgaria,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,23.74439,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,PER,Peru,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,40.532452,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,COL,Colombia,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,NE,Not in employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,27.307884,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,CZE,Czechia,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_E_O,In education and in other forms of employment,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,5.4593248,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,COL,Colombia,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED,In education,NE,Not in employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,24.766134,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,ROU,Romania,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,25.730099,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,CHL,Chile,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_WS,In education and in work-study programmes,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2022,,,,K,Data included in another category,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,PER,Peru,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_E_O,In education and in other forms of employment,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,15.935267,,W,Includes data from another category,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,LVA,Latvia,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,NE,Not in employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,14.40731,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,NZL,New Zealand,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,57.265751,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,HRV,Croatia,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED,In education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,4.3956046,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,BGR,Bulgaria,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED,In education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,5.6572824,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,COL,Colombia,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_E_O,In education and in other forms of employment,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,7.9752908,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,OECD,OECD,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED_WS,In education and in work-study programmes,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,,,O,Missing value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,ISR,Israel,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED,In education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,10.434917,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,CRI,Costa Rica,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,28.746355,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,NZL,New Zealand,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,NE,Not in employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,13.020227,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,HRV,Croatia,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,NE,Not in employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,13.919414,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,PRT,Portugal,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED,In education,NE,Not in employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,48.653591,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,CRI,Costa Rica,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED,In education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,11.433698,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,TUR,Türkiye,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,ED,In education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,12.260952,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_TRANS(1.0),"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",I,TUR,Türkiye,_T,Total,Y18T24,From 18 to 24 years,_T,Total,_T,Total,POP,Population,_Z,Not applicable,_T,Total,_Z,Not applicable,NED,Not in education,EMP,Employment,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,OBS,Observed,_Z,Not applicable,TRANS,LSO-TRANS regular data collection,A,Annual,2023,,33.541298,,A,Normal value,,,0,Units,1,One
